thumb_sensor,index_finger_sensor,middle_finger_sensor,ring_finger_sensor,little_finger_sensor,palm_sensor
311,493,229,506,130,528
311,493,228,506,129,528
312,494,228,506,129,528
312,493,229,506,129,527
312,494,228,505,128,528
313,493,230,507,129,528
312,494,228,506,129,529
313,494,229,507,128,527
313,495,229,507,128,525
314,495,229,507,129,522
314,495,228,507,129,519
314,495,229,507,128,517
315,496,229,506,128,514
315,495,228,507,127,513
314,495,229,507,128,511
314,496,229,506,126,510
314,496,229,506,127,513
313,495,229,507,127,511
314,495,229,508,127,511
314,496,228,508,127,512
313,495,229,508,127,511
313,495,229,509,126,511
313,494,229,510,126,509
313,495,229,510,126,512
313,494,229,511,127,515
314,494,229,512,127,517
315,495,229,512,127,520
315,494,229,512,127,521
315,494,230,513,127,522
314,495,229,513,127,523
314,494,229,513,127,526
314,494,229,514,127,528
314,494,228,513,127,528
315,494,229,513,128,527
314,494,228,513,127,526
314,494,228,512,128,525
315,495,228,513,127,525
314,495,229,514,127,525
315,494,229,514,128,525
316,496,229,514,128,524
316,495,229,515,126,525
316,496,228,515,127,525
316,496,229,515,127,525
316,495,228,515,127,526
315,495,229,515,127,525
317,496,228,516,126,524
317,497,228,515,127,523
317,496,229,514,127,523
316,496,229,513,126,522
317,497,230,514,128,520
315,496,230,513,127,520
316,497,229,511,126,521
316,497,229,514,127,522
316,496,228,512,127,522
316,496,228,512,127,524
317,496,228,511,127,525
316,495,228,509,126,526
315,496,227,510,126,525
315,495,227,509,127,526
316,495,226,510,127,527
315,496,227,511,126,528
315,495,228,510,126,528
314,495,228,511,126,526
316,495,228,513,126,528
315,494,228,513,126,529
314,493,228,513,126,530
313,495,229,513,126,530
314,495,229,514,126,531
313,495,230,515,126,532
312,496,229,515,127,532
312,495,230,515,127,533
312,495,230,516,126,533
313,495,230,516,127,533
312,495,230,516,127,533
313,495,230,517,127,534
313,496,231,516,128,532
313,496,230,517,127,533
313,496,231,517,127,534
312,496,230,518,127,535
314,497,231,518,127,535
314,496,231,518,127,535
314,495,231,517,126,535
314,498,231,518,126,534
315,496,231,518,127,535
315,497,231,518,128,534
314,497,231,519,127,534
315,498,230,518,127,533
314,497,232,518,127,532
314,498,232,518,128,529
314,497,232,519,127,529
315,498,231,519,128,529
314,497,232,518,127,529
314,498,232,518,126,530
315,498,232,517,127,530
313,498,232,518,127,530
313,498,233,518,127,531
313,498,232,518,127,530
312,497,232,517,127,530
314,498,233,518,127,528
313,499,233,517,127,529
312,496,232,517,127,529
312,494,232,516,127,527
308,497,233,514,127,527
307,491,232,513,126,525
309,490,232,512,126,523
307,488,231,510,126,522
306,489,231,509,126,521
307,489,230,508,126,518
303,488,230,506,126,518
304,488,228,505,125,516
305,488,227,502,125,514
304,488,227,500,125,512
302,486,227,500,125,513
304,486,227,499,125,513
302,486,226,499,125,513
303,486,228,500,124,513
302,486,226,501,125,513
301,484,228,502,124,514
300,482,228,502,124,516
300,480,228,502,124,518
298,480,228,502,124,521
298,479,228,504,125,521
300,481,228,503,125,523
298,483,228,503,125,524
300,485,229,503,124,524
298,486,228,504,124,525
299,486,229,503,124,525
298,485,229,504,124,526
300,486,229,504,124,527
299,487,228,505,124,526
300,487,229,504,124,527
301,488,228,501,125,528
302,486,227,502,125,528
301,489,228,503,124,528
301,488,228,503,125,527
300,485,228,503,125,527
299,483,228,500,125,526
299,484,228,498,124,525
299,483,227,498,124,525
300,483,226,496,123,525
299,484,229,496,122,526
300,483,228,496,123,526
299,483,227,493,122,527
298,485,225,488,122,524
298,485,224,490,121,524
297,485,223,486,121,523
299,485,216,484,122,524
297,485,219,481,122,526
296,486,221,484,121,527
298,486,222,485,122,524
297,486,221,484,121,526
295,487,223,486,121,528
295,489,224,485,121,529
293,486,223,486,121,531
295,487,223,488,121,531
293,486,224,491,121,533
292,486,225,490,121,535
291,488,225,491,122,536
291,489,226,491,122,536
294,488,226,493,122,537
296,489,226,493,122,537
295,492,227,494,122,538
294,489,227,493,122,540
294,489,228,494,122,540
293,490,229,496,121,539
293,487,229,495,122,540
293,487,229,492,121,543
293,486,227,491,121,542
294,485,228,492,121,541
294,484,229,492,121,541
295,486,234,491,121,540
296,484,233,488,121,542
294,480,234,488,121,543
294,478,233,485,121,545
291,479,234,488,121,547
292,477,234,488,121,549
293,476,234,487,120,549
287,474,233,487,121,551
286,473,233,487,122,551
290,474,234,489,121,553
291,474,233,488,122,553
291,474,234,488,122,554
292,476,233,489,121,554
291,475,233,489,122,554
